"t / s";"CH1 / V";"CH2 / V"
0;-0,687273;0,348277
1e-05;-0,710303;0,356119
2e-05;-0,713131;0,355802
3e-05;-0,715354;0,354614
4e-05;-0,715354;0,355406
5e-05;-0,721414;0,35398
6e-05;-0,723636;0,354851
7e-05;-0,725051;0,350891
8e-05;-0,725859;0,353584
9e-05;-0,727273;0,349703
0,0001;-0,788485;0,322693
0,00011;-0,808081;0,310099
0,00012;-0,808687;0,312079
0,00013;-0,809293;0,309069
0,00014;-0,813131;0,308752
0,00015;-0,814747;0,311287
0,00016;-0,815556;0,308832
0,00017;-0,820404;0,30598
0,00018;-0,826869;0,308911
0,00019;-0,826667;0,304792
0,0002;-0,828283;0,307485
0,00021;-0,828081;0,304792
0,00022;-0,828283;0,306139
0,00023;-0,828283;0,302257
0,00024;-0,828485;0,304792
0,00025;-0,828889;0,30305
0,00026;-0,828485;0,302653
0,00027;-0,833535;0,299406
0,00028;-0,830303;0,301386
0,00029;-0,833535;0,299089
0,0003;-0,838788;0,298218
0,00031;-0,843636;0,299723
0,00032;-0,842424;0,296158
0,00033;-0,848081;0,295446
0,00034;-0,847273;0,295683
0,00035;-0,848283;0,294495
0,00036;-0,848485;0,292673
0,00037;-0,849899;0,293782
0,00038;-0,849495;0,288158
0,00039;-0,854545;0,292752
0,0004;-0,854141;0,288554
0,00041;-0,858586;0,288396
0,00042;-0,862424;0,287208
0,00043;-0,863434;0,286495
0,00044;-0,866263;0,283248
0,00045;-0,867475;0,286574
0,00046;-0,867273;0,279366
0,00047;-0,868687;0,283406
0,00048;-0,868687;0,28
0,00049;-0,870505;0,277545
0,0005;-0,874141;0,281426
0,00051;-0,871515;0,278178
0,00052;-0,877172;0,270812
0,00053;-0,876162;0,280792
0,00054;-0,876566;0,270495
0,00055;-0,884242;0,273188
0,00056;-0,877778;0,273109
0,00057;-0,881414;0,266772
0,00058;-0,886667;0,272
0,00059;-0,883838;0,26701
0,0006;-0,888283;0,266772
0,00061;-0,888081;0,270178
0,00062;-0,888889;0,262891
0,00063;-0,888889;0,265663
0,00064;-0,888687;0,265822
0,00065;-0,888889;0,259089
0,00066;-0,889495;0,265743
0,00067;-0,889293;0,257267
0,00068;-0,891919;0,26004
0,00069;-0,890101;0,26004
0,0007;-0,891515;0,255604
0,00071;-0,895152;0,260198
0,00072;-0,894949;0,253149
0,00073;-0,899798;0,252752
0,00074;-0,897576;0,256475
0,00075;-0,90303;0,247129
0,00076;-0,904848;0,256713
0,00077;-0,905455;0,245307
0,00078;-0,908283;0,251327
0,00079;-0,907677;0,247525
0,0008;-0,908687;0,243564
0,00081;-0,908889;0,24895
0,00082;-0,908485;0,240396
0,00083;-0,909293;0,243723
0,00084;-0,908889;0,241267
0,00085;-0,910707;0,238178
0,00086;-0,910101;0,243485
0,00087;-0,910101;0,23295
0,00088;-0,911515;0,24095
0,00089;-0,909495;0,233584
0,0009;-0,919798;0,232475
0,00091;-0,916364;0,236911
0,00092;-0,920202;0,226218
0,00093;-0,91899;0,236436
0,00094;-0,91596;0,224475
0,00095;-0,927475;0,232475
0,00096;-0,921414;0,222653
0,00097;-0,929091;0,225505
0,00098;-0,924444;0,224158
0,00099;-0,929495;0,219644
0,001;-0,930101;0,224634
0,00101;-0,929495;0,214891
0,00102;-0,932323;0,220673
0,00103;-0,930303;0,215762
0,00104;-0,934949;0,214337
0,00105;-0,931919;0,216554
0,00106;-0,939798;0,208396
0,00107;-0,936566;0,215762
0,00108;-0,937778;0,204277
0,00109;-0,941212;0,21505
0,0011;-0,941414;0,204198
0,00111;-0,946263;0,208713
0,00112;-0,94202;0,204119
0,00113;-0,948081;0,20103
0,00114;-0,946263;0,206099
0,00115;-0,948081;0,197703
0,00116;-0,947879;0,20404
0,00117;-0,948485;0,194218
0,00118;-0,949293;0,201584
0,00119;-0,947879;0,190812
0,0012;-0,949899;0,198495
0,00121;-0,948889;0,188119
0,00122;-0,949899;0,193901
0,00123;-0,949293;0,187168
0,00124;-0,951717;0,188198
0,00125;-0,950707;0,184792
0,00126;-0,951717;0,181307
0,00127;-0,951515;0,182733
0,00128;-0,950909;0,179327
0,00129;-0,955556;0,17996
0,0013;-0,951515;0,17695
0,00131;-0,956566;0,17497
0,00132;-0,950909;0,172832
0,00133;-0,958586;0,172119
0,00134;-0,953333;0,169267
0,00135;-0,963434;0,167762
0,00136;-0,954141;0,166337
0,00137;-0,961212;0,162455
0,00138;-0,95697;0,162376
0,00139;-0,965859;0,160396
0,0014;-0,96404;0,158099
0,00141;-0,966869;0,156198
0,00142;-0,966263;0,154059
0,00143;-0,966667;0,152475
0,00144;-0,966061;0,150337
0,00145;-0,966263;0,151366
0,00146;-0,968283;0,146297
0,00147;-0,965253;0,148752
0,00148;-0,967677;0,14202
0,00149;-0,968283;0,146931
0,0015;-0,967677;0,137663
0,00151;-0,969091;0,143446
0,00152;-0,966465;0,132832
