"t / s";"CH1 / V";"CH2 / V"
0;0,014495;0,02288
1e-05;0,00831683;0,02304
2e-05;0,00792079;0,02364
3e-05;0,00760396;0,02312
4e-05;0,00736634;0,02364
5e-05;0,00578218;0,02356
6e-05;0,00364356;0,024
7e-05;0,00261386;0,02356
8e-05;0,0010297;0,02392
9e-05;0,000475248;0,02332
0,0001;-0,0301782;0,02612
0,00011;-0,0405545;0,02732
0,00012;-0,0408713;0,0266
0,00013;-0,0443564;0,02716
0,00014;-0,0463366;0,02696
0,00015;-0,0453069;0,0274
0,00016;-0,0463366;0,02712
0,00017;-0,0470495;0,02672
0,00018;-0,0472871;0,02652
0,00019;-0,048;0,02712
0,0002;-0,0506139;0,02692
0,00021;-0,0512475;0,02696
0,00022;-0,0525941;0,02672
0,00023;-0,0536238;0,02712
0,00024;-0,0550495;0,02672
0,00025;-0,0553663;0,0268
0,00026;-0,0556832;0,027
0,00027;-0,0571881;0,02648
0,00028;-0,0571089;0,02712
0,00029;-0,0603564;0,02632
0,0003;-0,0617822;0,02688
0,00031;-0,0628911;0,02684
0,00032;-0,0630495;0,0268
0,00033;-0,0629703;0,02712
0,00034;-0,0633663;0,02628
0,00035;-0,0633663;0,02644
0,00036;-0,0633663;0,02636
0,00037;-0,0633663;0,02652
0,00038;-0,0633663;0,02668
0,00039;-0,0635248;0,02632
0,0004;-0,0637624;0,02688
0,00041;-0,064;0,02644
0,00042;-0,0664554;0,02676
0,00043;-0,0679604;0,02656
0,00044;-0,0683564;0,02688
0,00045;-0,0692277;0,02648
0,00046;-0,0709703;0,02648
0,00047;-0,0712871;0,02648
0,00048;-0,0710495;0,0266
0,00049;-0,0712871;0,02692
0,0005;-0,0712871;0,02672
0,00051;-0,0715248;0,02664
0,00052;-0,0718416;0,02704
0,00053;-0,0750099;0,02708
0,00054;-0,076198;0,02644
0,00055;-0,0778614;0,02736
0,00056;-0,078495;0,027
0,00057;-0,0792079;0,02672
0,00058;-0,0792079;0,02688
0,00059;-0,0791287;0,027
0,0006;-0,0794455;0,02692
0,00061;-0,0796832;0,02704
0,00062;-0,0800792;0,02708
0,00063;-0,0834059;0,02716
0,00064;-0,0849901;0,02704
0,00065;-0,0868119;0,02756
0,00066;-0,0871287;0,02736
0,00067;-0,0872871;0,02744
0,00068;-0,0873663;0,02764
0,00069;-0,0881584;0,02768
0,0007;-0,0908515;0,02756
0,00071;-0,0898218;0,02788
0,00072;-0,092198;0,02772
0,00073;-0,0930693;0,02808
0,00074;-0,0942574;0,02756
0,00075;-0,0950495;0,02788
0,00076;-0,0950495;0,028
0,00077;-0,0950495;0,02848
0,00078;-0,0951287;0,02796
0,00079;-0,0953663;0,02812
0,0008;-0,096;0,02808
0,00081;-0,096;0,02828
0,00082;-0,0980594;0,02816
0,00083;-0,100198;0,0282
0,00084;-0,102416;0,02804
0,00085;-0,102891;0,02796
0,00086;-0,102891;0,02812
0,00087;-0,102733;0,02832
0,00088;-0,10297;0,02836
0,00089;-0,10297;0,0284
0,0009;-0,10305;0,0286
0,00091;-0,104554;0,02852
0,00092;-0,106535;0,02872
0,00093;-0,106455;0,0284
0,00094;-0,106772;0,02864
0,00095;-0,107406;0,02852
0,00096;-0,108911;0,02864
0,00097;-0,110495;0,02848
0,00098;-0,110653;0,02876
0,00099;-0,11097;0,02844
0,001;-0,111525;0,02896
0,00101;-0,111921;0,02844
0,00102;-0,116277;0,02876
0,00103;-0,116277;0,02852
0,00104;-0,116832;0,02888
0,00105;-0,118099;0,02868
0,00106;-0,118495;0,0288
0,00107;-0,118891;0,02848
0,00108;-0,118812;0,02888
0,00109;-0,119208;0,02884
0,0011;-0,119604;0,02868
0,00111;-0,12095;0,02896
0,00112;-0,121109;0,02872
0,00113;-0,122297;0,02904
0,00114;-0,12499;0,02908
0,00115;-0,12602;0,02908
0,00116;-0,126574;0,02892
0,00117;-0,126733;0,02956
0,00118;-0,126733;0,02912
0,00119;-0,126733;0,0292
0,0012;-0,12697;0,02932
0,00121;-0,127921;0,02972
0,00122;-0,127762;0,029
0,00123;-0,130139;0,0296
0,00124;-0,130455;0,02936
0,00125;-0,133228;0,02992
0,00126;-0,134416;0,0296
0,00127;-0,134574;0,03024
0,00128;-0,134653;0,02968
0,00129;-0,134653;0,03024
0,0013;-0,134653;0,03008
0,00131;-0,134653;0,03036
0,00132;-0,135287;0,03028
0,00133;-0,136634;0,03072
0,00134;-0,13695;0,0304
0,00135;-0,137505;0,03084
0,00136;-0,140436;0,03112
0,00137;-0,141703;0,0308
0,00138;-0,141703;0,03104
0,00139;-0,142178;0,031
0,0014;-0,142733;0,03104
0,00141;-0,143446;0,0314
0,00142;-0,145901;0,03196
0,00143;-0,145822;0,03156
0,00144;-0,148356;0,03208
0,00145;-0,149545;0,03232
0,00146;-0,15002;0,03248
0,00147;-0,150178;0,03208
0,00148;-0,150495;0,03248
0,00149;-0,150733;0,03248
0,0015;-0,15097;0,0334
0,00151;-0,152634;0,03288
0,00152;-0,15501;0,03372
0,00153;-0,157941;0,03292
0,00154;-0,158178;0,03352
0,00155;-0,158178;0,03372
0,00156;-0,158416;0,03408
0,00157;-0,158416;0,03388
0,00158;-0,158416;0,03388
0,00159;-0,158574;0,03396
0,0016;-0,158891;0,03428
