"t / s";"CH1 / V";"CH2 / V"
0;0,133386;0,02712
1e-05;0,122772;0,02824
2e-05;0,120634;0,02772
3e-05;0,119446;0,02832
4e-05;0,11897;0,02784
5e-05;0,118812;0,0278
6e-05;0,118812;0,02832
7e-05;0,118733;0,02828
8e-05;0,118257;0,02848
9e-05;0,116832;0,02876
0,0001;0,0620198;0,03188
0,00011;0,0415842;0,03272
0,00012;0,0402376;0,03228
0,00013;0,0397624;0,03272
0,00014;0,0393663;0,03204
0,00015;0,0388911;0,03312
0,00016;0,0389703;0,03204
0,00017;0,0354851;0,03336
0,00018;0,0329505;0,0326
0,00019;0,0318416;0,0338
0,0002;0,0316832;0,0326
0,00021;0,0316832;0,0336
0,00022;0,0315248;0,03248
0,00023;0,0307327;0,03348
0,00024;0,0293069;0,03312
0,00025;0,0262178;0,03356
0,00026;0,024;0,03312
0,00027;0,0238416;0,03372
0,00028;0,0236832;0,0332
0,00029;0,023604;0,03368
0,0003;0,0214653;0,03376
0,00031;0,0196436;0,0342
0,00032;0,0161584;0,03424
0,00033;0,016;0,03452
0,00034;0,0153663;0,03484
0,00035;0,0150495;0,03496
0,00036;0,0104554;0,03556
0,00037;0,00815842;0,0352
0,00038;0,00776238;0,0362
0,00039;0,00784158;0,03516
0,0004;0,0060198;0,03656
0,00041;0,00689109;0,03576
0,00042;0,00411881;0,03696
0,00043;0,000950495;0,03536
0,00044;0,000316832;0,03788
0,00045;0;0,03592
0,00046;0;0,03828
0,00047;-0,000712871;0,03568
0,00048;-0,00213861;0,03812
0,00049;-0,00633663;0,03652
0,0005;-0,00752475;0,03812
0,00051;-0,00792079;0,0368
0,00052;-0,00792079;0,03736
0,00053;-0,00839604;0,03788
0,00054;-0,00958416;0,03736
0,00055;-0,0142574;0,0388
0,00056;-0,015604;0,038
0,00057;-0,0162376;0,0388
0,00058;-0,0186931;0,039
0,00059;-0,0194059;0,03912
0,0006;-0,0209109;0,03956
0,00061;-0,0238416;0,03984
0,00062;-0,0237624;0,04052
0,00063;-0,0245545;0,04004
0,00064;-0,0258218;0,04008
0,00065;-0,028198;0,04008
0,00066;-0,0304158;0,0402
0,00067;-0,031604;0,04088
0,00068;-0,0316832;0,03992
0,00069;-0,0316832;0,04092
0,0007;-0,0317624;0,03968
0,00071;-0,033505;0,041
0,00072;-0,0358812;0,04
0,00073;-0,0376238;0,0414
0,00074;-0,039604;0,04076
0,00075;-0,0401584;0,04128
0,00076;-0,0417426;0,04148
0,00077;-0,043802;0,04084
0,00078;-0,0466535;0,042
0,00079;-0,0473663;0,04148
0,0008;-0,0481584;0,04212
0,00081;-0,0494257;0,04252
0,00082;-0,0518812;0,04192
0,00083;-0,0543366;0,04236
0,00084;-0,0554455;0,04188
0,00085;-0,055604;0,04216
0,00086;-0,0566337;0,04256
0,00087;-0,0593267;0,04244
0,00088;-0,0625743;0,04272
0,00089;-0,0632871;0,04256
0,0009;-0,0633663;0,04292
0,00091;-0,0634455;0,04324
0,00092;-0,0634455;0,04356
0,00093;-0,0646337;0,04348
0,00094;-0,0668515;0,04344
0,00095;-0,0692277;0,0436
0,00096;-0,0706535;0,0438
0,00097;-0,0712871;0,04352
0,00098;-0,0713663;0,04388
0,00099;-0,0716832;0,04348
0,001;-0,072396;0,044
0,00101;-0,0735842;0,04316
0,00102;-0,073505;0,04372
0,00103;-0,0763564;0,0434
0,00104;-0,0784158;0,04364
0,00105;-0,0786535;0,04324
0,00106;-0,0791287;0,0436
0,00107;-0,0803168;0,04344
0,00108;-0,0846733;0,0438
0,00109;-0,0852277;0,04356
0,0011;-0,0849109;0,04376
0,00111;-0,0865743;0,04388
0,00112;-0,0869703;0,04364
0,00113;-0,0871287;0,04416
0,00114;-0,0876832;0,04372
0,00115;-0,0901386;0,04424
0,00116;-0,094495;0,04392
0,00117;-0,0948911;0,04412
0,00118;-0,0950495;0,044
0,00119;-0,0950495;0,04424
0,0012;-0,0950495;0,04408
0,00121;-0,0962376;0,04428
0,00122;-0,0966337;0,04412
0,00123;-0,0996436;0,04412
0,00124;-0,10099;0,04416
0,00125;-0,102812;0,04432
0,00126;-0,102891;0,04396
0,00127;-0,10297;0,04468
0,00128;-0,103366;0,04456
0,00129;-0,103762;0,0448
0,0013;-0,10495;0,04484
0,00131;-0,107644;0,04512
0,00132;-0,109069;0,04532
0,00133;-0,110416;0,0456
0,00134;-0,111208;0,04532
0,00135;-0,111287;0,04544
0,00136;-0,114059;0,04528
0,00137;-0,114297;0,04596
0,00138;-0,116198;0,046
0,00139;-0,117703;0,046
0,0014;-0,11897;0,04632
0,00141;-0,120079;0,04616
0,00142;-0,121584;0,04688
0,00143;-0,123881;0,04672
0,00144;-0,12602;0,04704
0,00145;-0,126574;0,04696
0,00146;-0,126733;0,04692
0,00147;-0,126733;0,04752
0,00148;-0,127525;0,04764
0,00149;-0,127208;0,04768
0,0015;-0,130059;0,04848
0,00151;-0,132594;0,04832
0,00152;-0,133703;0,04888
0,00153;-0,134653;0,04848
0,00154;-0,134653;0,04908
0,00155;-0,134891;0,04896
0,00156;-0,136475;0,0494
0,00157;-0,13996;0,04944
0,00158;-0,14099;0,0502
0,00159;-0,142337;0,04984
0,0016;-0,142495;0,05028
0,00161;-0,143525;0,05004
0,00162;-0,144871;0,05076
0,00163;-0,148594;0,05024
0,00164;-0,150099;0,05092
0,00165;-0,150495;0,0508
0,00166;-0,150574;0,05112
0,00167;-0,151129;0,05104
0,00168;-0,152396;0,05148
0,00169;-0,153267;0,05168
0,0017;-0,155485;0,05164
0,00171;-0,158257;0,05176
0,00172;-0,158416;0,0518
0,00173;-0,158495;0,05196
0,00174;-0,158574;0,05212
0,00175;-0,158891;0,0522
0,00176;-0,160871;0,05228
0,00177;-0,163802;0,05264
0,00178;-0,164515;0,0524
0,00179;-0,166337;0,05316
0,0018;-0,166416;0,05276
