"t / s";"CH1 / V";"CH2 / V"
0;0,189782;0,03636
1e-05;0,177109;0,03664
2e-05;0,174891;0,03748
3e-05;0,174099;0,03688
4e-05;0,171485;0,03728
5e-05;0,168871;0,0374
6e-05;0,166495;0,03716
7e-05;0,166416;0,03732
8e-05;0,164356;0,03764
9e-05;0,160713;0,03748
0,0001;0,117545;0,04112
0,00011;0,10297;0,04148
0,00012;0,102574;0,04216
0,00013;0,100515;0,0418
0,00014;0,0967129;0,0422
0,00015;0,0950495;0,04232
0,00016;0,0950495;0,04212
0,00017;0,0948911;0,04244
0,00018;0,093703;0,04204
0,00019;0,0896634;0,04264
0,0002;0,0876832;0,04212
0,00021;0,0864158;0,04248
0,00022;0,0847525;0,04284
0,00023;0,0808713;0,04268
0,00024;0,0796832;0,04316
0,00025;0,0774653;0,0424
0,00026;0,0734257;0,04356
0,00027;0,0726337;0,04284
0,00028;0,0714455;0,0432
0,00029;0,0703366;0,04356
0,0003;0,0674059;0,04336
0,00031;0,064;0,04364
0,00032;0,0633663;0,04336
0,00033;0,0632871;0,04404
0,00034;0,0623366;0,04348
0,00035;0,0597228;0,04424
0,00036;0,0578218;0,04388
0,00037;0,055604;0,04384
0,00038;0,0554455;0,04404
0,00039;0,0536238;0,0446
0,0004;0,0500594;0,04404
0,00041;0,048;0,04472
0,00042;0,0471287;0,04424
0,00043;0,0465743;0,04504
0,00044;0,0428515;0,0452
0,00045;0,040396;0,04512
0,00046;0,0393663;0,0454
0,00047;0,0373861;0,0462
0,00048;0,0338218;0,0458
0,00049;0,0320792;0,0468
0,0005;0,0317624;0,04664
0,00051;0,0315248;0,04704
0,00052;0,0292277;0,04712
0,00053;0,0278812;0,04768
0,00054;0,0243168;0,048
0,00055;0,0239208;0,0474
0,00056;0,0232079;0,04804
0,00057;0,0223366;0,04784
0,00058;0,0200396;0,04884
0,00059;0,0168713;0,04876
0,0006;0,0152079;0,04944
0,00061;0,0121188;0,04864
0,00062;0,00863366;0,0504
0,00063;0,00807921;0,04972
0,00064;0,00530693;0,05072
0,00065;0,00245545;0,05004
0,00066;0,000158416;0,05244
0,00067;0,000158416;0,04984
