"t / s";"CH1 / V";"CH2 / V"
0;0,438099;-0,03664
1e-05;0,437624;-0,04
2e-05;0,437861;-0,0314
3e-05;0,439208;-0,04024
4e-05;0,437069;-0,03052
5e-05;0,441347;-0,03904
6e-05;0,436594;-0,03072
7e-05;0,44095;-0,03664
8e-05;0,435644;-0,03172
9e-05;0,44103;-0,03388
0,0001;0,434772;-0,01344
0,00011;0,430891;-0,01648
0,00012;0,432554;-0,00844
0,00013;0,43303;-0,01596
0,00014;0,430337;-0,00852
0,00015;0,43398;-0,01312
0,00016;0,429149;-0,01116
0,00017;0,432317;-0,00816
0,00018;0,428832;-0,01316
0,00019;0,428594;-0,00576
0,0002;0,429386;-0,01356
0,00021;0,426455;-0,00612
0,00022;0,430257;-0,00916
0,00023;0,42495;-0,00912
0,00024;0,426693;-0,0046
0,00025;0,426139;-0,01072
0,00026;0,424;-0,00368
0,00027;0,427248;-0,00744
0,00028;0,421941;-0,00572
0,00029;0,425584;-0,00208
0,0003;0,423762;-0,00856
0,00031;0,422653;0,00016
0,00032;0,424634;-0,00536
0,00033;0,419644;-0,00192
0,00034;0,422099;0,00012
0,00035;0,419723;-0,00568
0,00036;0,417584;0,00288
0,00037;0,421386;-0,00296
0,00038;0,416317;0,00052
0,00039;0,419168;0,00324
0,0004;0,416713;-0,00268
0,00041;0,414416;0,00448
0,00042;0,41703;0,0016
0,00043;0,412356;0,0004
0,00044;0,41402;0,00724
0,00045;0,415446;-0,00064
0,00046;0,41204;0,00504
0,00047;0,412673;0,0058
0,00048;0,410455;0,00156
0,00049;0,409109;0,0078
0,0005;0,411485;0,00444
0,00051;0,407842;0,00288
0,00052;0,408158;0,0102
0,00053;0,409584;0,00412
0,00054;0,405703;0,00596
0,00055;0,407921;0,00968
0,00056;0,407446;0,0044
0,00057;0,404119;0,0078
0,00058;0,404752;0,00956
0,00059;0,404198;0,00612
0,0006;0,403802;0,00936
0,00061;0,40404;0,0096
0,00062;0,40396;0,00684
0,00063;0,403168;0,01076
0,00064;0,403327;0,00928
0,00065;0,402059;0,0084
0,00066;0,402772;0,0118
0,00067;0,403089;0,00996
0,00068;0,399921;0,00872
0,00069;0,398653;0,01188
0,0007;0,398812;0,00992
0,00071;0,396594;0,00968
0,00072;0,396515;0,01208
0,00073;0,396356;0,01056
0,00074;0,395564;0,0106
0,00075;0,394931;0,01172
0,00076;0,394535;0,01072
0,00077;0,393901;0,01088
0,00078;0,391129;0,01168
0,00079;0,389465;0,01164
0,0008;0,389545;0,01164
0,00081;0,388515;0,0114
0,00082;0,388277;0,01244
0,00083;0,388119;0,01196
0,00084;0,38804;0,0122
0,00085;0,387644;0,01252
0,00086;0,387485;0,01224
0,00087;0,386139;0,0124
0,00088;0,381941;0,01312
0,00089;0,381149;0,01328
0,0009;0,380594;0,01304
0,00091;0,380198;0,01308
0,00092;0,380198;0,01368
0,00093;0,380119;0,014
0,00094;0,38004;0,0136
0,00095;0,37996;0,01344
0,00096;0,380198;0,01388
0,00097;0,37901;0,01368
0,00098;0,379564;0,0136
0,00099;0,37695;0,0142
0,001;0,374891;0,01408
0,00101;0,374812;0,01396
0,00102;0,373307;0,01416
0,00103;0,372356;0,01484
0,00104;0,372277;0,01524
0,00105;0,372198;0,0152
0,00106;0,37204;0,0154
0,00107;0,371248;0,01672
0,00108;0,368634;0,01632
0,00109;0,36499;0,01704
0,0011;0,364356;0,01616
0,00111;0,363644;0,01772
0,00112;0,362139;0,01744
0,00113;0,35897;0,01808
0,00114;0,356752;0,01748
0,00115;0,355881;0,0182
0,00116;0,355089;0,01784
0,00117;0,354218;0,01836
0,00118;0,35002;0,01804
0,00119;0,349307;0,01856
0,0012;0,348594;0,01872
0,00121;0,348594;0,0186
0,00122;0,348356;0,01884
0,00123;0,347881;0,0184
0,00124;0,345822;0,01904
0,00125;0,344713;0,01868
0,00126;0,341703;0,01928
0,00127;0,340752;0,01876
0,00128;0,340594;0,01904
0,00129;0,339485;0,0188
0,0013;0,33901;0,0196
0,00131;0,335525;0,01832
0,00132;0,33402;0,0196
0,00133;0,332594;0,01848
0,00134;0,332436;0,01928
0,00135;0,33196;0,01832
0,00136;0,329663;0,0194
0,00137;0,328554;0,01864
0,00138;0,325941;0,0192
0,00139;0,32499;0,0186
0,0014;0,324752;0,01868
0,00141;0,324119;0,01848
0,00142;0,323327;0,01888
0,00143;0,32103;0,01856
0,00144;0,321347;0,01828
0,00145;0,317703;0,01824
0,00146;0,317545;0,01772
0,00147;0,316832;0,01868
0,00148;0,31699;0,01796
0,00149;0,316594;0,01928
0,0015;0,316515;0,01808
0,00151;0,315564;0,0186
0,00152;0,314931;0,0176
0,00153;0,311762;0,01856
0,00154;0,310416;0,0178
0,00155;0,309307;0,01852
0,00156;0,308911;0,01772
0,00157;0,308673;0,01892
0,00158;0,308673;0,01736
0,00159;0,308198;0,01876
0,0016;0,307723;0,01712
0,00161;0,306772;0,01868
0,00162;0,304;0,0176
0,00163;0,30305;0,01816
